11,"NCT03689712","A Phase 3 Study of the Effects of GC4419 on Radiation Induced Oral Mucositis in Patients With Head/Neck Cancer",,"Not yet recruiting","No Results Available","Oral Mucositis|Head and Neck Cancer","Drug: GC4419|Drug: Placebo","Cumulative incidence of severe OM","Galera Therapeutics, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 3","335","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","GTI-4419-301","October 2018","October 2020","October 2024","September 28, 2018","null","September 28, 2018","","","https://ClinicalTrials.gov/show/NCT03689712"
12,"NCT03689699","Nivolumab and BMS-986253 for Hormone-Sensitive Prostate Cancer (MAGIC-8)",,"Not yet recruiting","No Results Available","Prostate Cancer|Adenocarcinoma of the Prostate","Drug: Nivolumab|Drug: Degarelix|Drug: BMS-986253","Rate of PSA recurrence|Number of adverse events|Percentage change in PSA|Relapse-free survival (RFS)","Charles G. Drake|Bristol-Myers Squibb|Columbia University","Male","18 Years to 99 Years   (Adult, Older Adult)","Phase 1|Phase 2","60","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AAAR7949","October 2018","January 2020","August 2022","September 28, 2018","null","September 28, 2018","Weill Cornell Medical Center, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|Sidney Kimmel Cancer Center- Thomas Jefferson University, Philadelphia, Pennsylvania, United States","","https://ClinicalTrials.gov/show/NCT03689699"
13,"NCT03689686","High Flow Nasal Cannulas in Children","HFNC","Recruiting","No Results Available","Acute Respiratory Failure","Device: Noninvasive Respiratory Support","Changes in respiratory work of breathing for each study trial","Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico","All","up to 5 Years   (Child)","Not Applicable","15","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ID247","August 1, 2018","September 22, 2018","September 22, 2018","September 28, 2018","null","September 28, 2018","Giovanna Chidini, Cernusco Sul Naviglio, Milan, Italy","","https://ClinicalTrials.gov/show/NCT03689686"
14,"NCT03689673","Study of the Effectiveness of ETIASA® (Sustained Release 5-Aminosalicylate) in Maintenance Treatment of Ulcerative Colitis (UC)",,"Active, not recruiting","No Results Available","Ulcerative Colitis","Other: Data collection","Median time to relapse according to the patients with different maintenance Etiasa® daily dose|Relapse rates at 5 years or at study termination according to different maintenance Etiasa® daily dose|Calprotectin change from baseline to each hospital visit and relapse|Hemoglobin change from baseline to each hospital visit and relapse|C-reactive protein (CRP) change from baseline to each hospital visit and relapse|Erythrocyte sedimentation rate (ESR) change from baseline to each hospital visit and relapse|Interleukin-6 (IL-6) change from baseline to each hospital visit and relapse|Colorectal cancer (CRC) incidence rate|Quality of Life (QoL) changes during the treatment","Ipsen","All","18 Years to 65 Years   (Adult, Older Adult)","","622","Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","A-38-58216-001","April 24, 2013","December 31, 2020","December 31, 2020","September 28, 2018","null","September 28, 2018","The Affiliated Beijing Chao-yang Hospital of Capital Medical University, Beijing, China|Peking University First Hospital, Beijing, China|China-Japan Union Hospital of Jilin University, Changchun, China|The Third Affiliated Hospital of The Third Military Medical University of Chinese PLA, Chongqing, China|The First Affiliated Hospital of Dalian Medical University, Dalian, China|The First Affiliated Hospital of Sun Yatsen University, Guangzhou, China|Nanfang Hospital of Southern Medical University, Guangzhou, China|The Sixth Affiliated Hospital of Sun Yatsen University, Guangzhou, China|Hebi People Hospital, Hebi, China|Anhui Provincial Hospital, Hefei, China|Henan Province People Hospital, Henan, China|The PLA 150 Central Hospital, Luoyang, China|The First Affiliated hospital of Nan Chang University, Nanchang, China|Nanjing General Hospital of Nanjing Military Command, Nanjing, China|Nanjing Drum Tower Hospital, Nanjing, China|Jiangsu Province Hospital of TCM, Nanjing, China|The Affiliated Hospital of Qingdao University, Qingdao, China|Qingdao Municipal Hospital, Qingdao, China|Suzhou Third People Hospital, Suzhou, China|The second affiliated hospital of Suzhou University, Suzhou, China|Tianjin People's Hospital, Tianjin, China|The Second Hospital Affiliated to Wenzhou Medical College, Wenzhou, China|Union Hospital Affiliated to Tongji Medical College, Wuhan, China|The People's Hospital of Wuhan University, Wuhan, China|The First Affiliated Hospital of the Fourth Military Medical University, Xi'an, China|The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China","","https://ClinicalTrials.gov/show/NCT03689673"
15,"NCT03689660","Feasibility of Virtual Reality in Children With Neuromuscular Disease, Effectiveness of Virtual Reality and Biofeedback",,"Not yet recruiting","No Results Available","Neuromuscular Disease|Duchenne Muscular Dystrophy|Spinal Muscular Atrophy|Virtual Reality|Biofeedback","Other: Virtual Reality Training|Other: Biofeedback Training|Other: Conventional rehabilitation","The Motor Function Measure-32|Pediatric Functional Independence Measure|Biodex Balance System|Vignos Scale|Laboratory Tests|Pediatric Motivation Scale|Visual Analog Scale|Pediatric Functional Reaching Test|Fall Frequency|Muscle Strength Test with Hand Held Dinamometer|Timed Up Go Test|Stair Climb Test|T-shirt Wear Remove Test|Stand Up from Supine Position Test","Merve Kurt|Dokuz Eylul University","All","6 Years to 18 Years   (Child, Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","Merve Kurt","November 1, 2018","May 1, 2021","October 1, 2021","September 28, 2018","null","September 28, 2018","","","https://ClinicalTrials.gov/show/NCT03689660"
16,"NCT03689647","Using the Arms to Drive the Legs During Walking",,"Not yet recruiting","No Results Available","Metabolic Cost of Walking With Arm Swing Assistive Device","Device: Arm Swing Driven Assistive Apparatus","Metabolic Cost","University of Houston","All","18 Years to 36 Years   (Adult)","Not Applicable","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","STUDY00001219","October 1, 2018","December 31, 2018","December 31, 2018","September 28, 2018","null","September 28, 2018","","","https://ClinicalTrials.gov/show/NCT03689647"
17,"NCT03689634","Move For Surgery - A Novel Preconditioning Program","MFS","Recruiting","No Results Available","Lung Cancer, Nonsmall Cell","Device: Move For Surgery Preconditioning Program using a Wearable Activity Tracker (Fitbit) Intervention Group","The primary outcome of the comparative trial will be length of stay (LOS) in hospital after surgery, which will also be used to measure speed of recovery from surgery and postoperative complications.|Secondary outcome will include differences in the 36-Item Short Form Health Survey (SF-36) scores before and after the intervention.","St. Joseph's Healthcare Hamilton|Hamilton Academic Health Sciences Organization","All","18 Years and older   (Adult, Older Adult)","Phase 3","186","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Investigator)|Primary Purpose: Prevention","SJHH-MFS-RCT","October 1, 2018","October 1, 2020","October 1, 2020","September 28, 2018","null","September 28, 2018","St. Joseph's Healthcare Hamilton, Hamilton, Ontario, Canada","","https://ClinicalTrials.gov/show/NCT03689634"
18,"NCT03689621","Proof of Concept Study of Vagus Nerve Stimulation",,"Active, not recruiting","No Results Available","Transcutaneous Vagal Nerve Stimulation (tVNS)|Prader-Willi Syndrome","Device: Transcutaneous vagus nerve stimulation (tVNS)","The number of operationally defined outbursts|The Challenging Behaviour Checklist|Repetitive Behaviour Questionnaire|Life Experiences Checklist.|fMRI at resting and on-task|Participants response to challenge|Semi-structured interviews|Attention shifting ability|Salival cortisol measures|Vocal prosody|Heart Rate Variability","Jessica Beresford-Webb|Foundation for Prader-Willi Research|University of Cambridge","All","18 Years and older   (Adult, Older Adult)","Not Applicable","9","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15/EE/0450","January 1, 2016","December 31, 2018","December 31, 2018","September 28, 2018","null","September 28, 2018","","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/21/NCT03689621/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT03689621"
19,"NCT03689608","Daily vs Intermittent Restriction of Energy: Controlled Trial to Reduce Diabetes Risk (DIRECT)",,"Recruiting","No Results Available","PreDiabetes","Other: Intermittent Fasting (IF)|Other: Daily Restriction (DR)|Other: standard care (SC)","Glycaemia|HbA1c|Body weight|Body composition|waist and hip circumference|blood lipids|adherence to intervention|blood pressure|Postprandial glucose","University of Adelaide|Salk Institute for Biological Studies","All","35 Years to 75 Years   (Adult, Older Adult)","Not Applicable","252","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","R20180319","September 26, 2018","December 31, 2021","December 31, 2022","September 28, 2018","null","September 28, 2018","University of Adelaide, Adelaide, South Australia, Australia","","https://ClinicalTrials.gov/show/NCT03689608"
20,"NCT03689595","Predicting Progression of Developing Myeloma in a High-Risk Screened Population (PROMISE)",,"Not yet recruiting","No Results Available","Multiple Myeloma","Other: Sample of Blood","Time to progression (TTP) from MGUS/SMM to overt multiple myeloma.","Dana-Farber Cancer Institute|Stand Up To Cancer","All","45 Years to 75 Years   (Adult, Older Adult)","","50000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","18-370","October 31, 2018","October 31, 2033","October 31, 2033","September 28, 2018","null","September 28, 2018","Dana Farber Cancer Institute, Boston, Massachusetts, United States","","https://ClinicalTrials.gov/show/NCT03689595"
21,"NCT03689582","Radiolabeled Gallium-68 (68Ga-PSMA) for PET/CT Imaging to Detect Prostate Cancer",,"Recruiting","No Results Available","Prostate Cancer","Drug: 68Ga-PSMA","Sensitivity and specificity of multiparametric MRI (mpMRI) in combination with 68Ga-PSMA Positron Emission Tomography/Computed Tomography (PET/CT) (i.e., fusion PET/MRI) for the detection of primary Gleason score ≥ 3+4 prostate cancer.|Adverse events of 68Ga-PSMA administration","University of Michigan Cancer Center","Male","18 Years and older   (Adult, Older Adult)","Phase 2","100","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","UMCC 2018.072|HUM00146602","October 15, 2018","October 15, 2022","October 15, 2022","September 28, 2018","null","September 28, 2018","University of Michigan Hospital, Ann Arbor, Michigan, United States","","https://ClinicalTrials.gov/show/NCT03689582"
22,"NCT03689569","Effects of Prebiotic Supplementation and Exercise on Inflammatory Markers, Vascular Function and Cognition in CKD",,"Recruiting","No Results Available","Chronic Kidney Diseases","Dietary Supplement: Resistant starch|Behavioral: Exercise|Behavioral: Starch","Change in markers of inflammation|Change in vascular function|Change in microbiome composition|Change in blood pressure","Springfield College","All","30 Years to 75 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","Prebiotic study","September 18, 2018","May 31, 2021","August 31, 2021","September 28, 2018","null","September 28, 2018","Springfield College, Springfield, Massachusetts, United States","","https://ClinicalTrials.gov/show/NCT03689569"
23,"NCT03689556","Examine the Prognostic Role of FLT PET/CT for Patients With LR-NPC Treated by Carbon Ion Therapy",,"Not yet recruiting","No Results Available","Recurrent Nasopharyngeal Carcinoma","Diagnostic Test: FLT PET/CT","Sensitivity and specificity|Overall survival (OS)|Local progression-free survival (LPFS)|Regional progression-free survival (RPFS)|Distant metastasis-free survival (DMFS)","Shanghai Proton and Heavy Ion Center","All","14 Years to 80 Years   (Child, Adult, Older Adult)","","40","Other","Observational","Observational Model: Case-Only|Time Perspective: Prospective","SPHIC-TR-HNCNS-2018-19","September 2018","August 2021","August 2022","September 28, 2018","null","September 28, 2018","","","https://ClinicalTrials.gov/show/NCT03689556"
24,"NCT03689543","Effects of an ER Beta Agonist (Lilly Compound LY500307) on Estradiol-Withdrawal-Induced Mood Symptoms in Women With Past Perimenopausal Depression",,"Not yet recruiting","No Results Available","Perimenopause|Depression|Mood Disorders","","Epidemiologic Studies-Depression Scale (CES-D)|bserver ratings - the 17-item Hamilton Rating Scale of Depression(HRSD)|Endometrial thickness as measured by vaginal ultrasound|Plasma LH, FSH, prolactin, and lipid levels|Visual analogue scale (VAS)|Beck Depression Inventory (BDI)|14 item six point likert-type scale","National Institute of Mental Health (NIMH)|National Institutes of Health Clinical Center (CC)","Female","45 Years to 65 Years   (Adult, Older Adult)","","54","NIH","Observational","Observational Model: Case-Only|Time Perspective: Prospective","180144|18-M-0144","October 3, 2018","November 30, 2018","December 31, 2022","September 28, 2018","null","September 28, 2018","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","","https://ClinicalTrials.gov/show/NCT03689543"
25,"NCT03689530","Using Peer Support to Aid in Prevention and Treatment in Prediabetes","UPSTART","Not yet recruiting","No Results Available","PreDiabetes","Behavioral: Peer Support|Behavioral: Enhanced Usual Care","Change in Glycosylated Hemoglobin A1c (HbA1c) at 6 months|Change in body weight at 6 months|Change in waist circumference at 6 months|Change in Glycosylated Hemoglobin A1c (HbA1c) at 12 months|Change in body weight at 12 months|Change in waist circumference at 12 months|Change in whether participant enrolled in a formal program to prevent diabetes|Change in number of sessions participant attended in a formal program to prevent diabetes|Change in frequency participant engages in moderate to vigorous physical activity|Change in duration participant engages in moderate to vigorous physical activity|Change in diet|Change in patient activation as measured by the Patient Activation Measure 13 (PAM-13)|Change in participant's perceived confidence in their ability to take steps to prevent diabetes using the Williams Perceived Competence Scale|Change in participant's reasons for starting or continuing steps to prevent diabetes using the Treatment Self-Regulation Questionnaire (TSRQ)|Change in the participant's level of social support related to improving their own health behaviors using the Change in Health-Specific Social Support Scale|The role a participant's peer supporter played in assisting them to set and reach their goals using the Patient Assessment of Chronic Illness Care (PACIC) at 6 months|The role a participant's peer supporter played in assisting them to set and reach their goals using the Patient Assessment of Chronic Illness Care (PACIC) at 12 months|Participant's perceived autonomy support from their peer supporter using the Health Care Climate Questionnaire (HCCQ, long form) at 6 months|participant's perceived autonomy support from their peer supporter using the Health Care Climate Questionnaire (HCCQ, long form) at 12 months","University of Michigan|Kaiser Foundation Research Institute|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","All","18 Years to 99 Years   (Adult, Older Adult)","Not Applicable","296","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","HUM00135745|1R18DK113403-01","September 27, 2018","June 30, 2022","June 30, 2022","September 28, 2018","null","September 28, 2018","Kaiser Permanente Northern California, Oakland, California, United States|University of Michigan, Ann Arbor, Michigan, United States","","https://ClinicalTrials.gov/show/NCT03689530"
26,"NCT03689517","Placebo Modulation of Orthodontic Pain",,"Completed","No Results Available","Pain","Other: placebo|Device: orthodontic elastic separators","fMRI data change during MRI scan|The chronological changes of anxiety level","West China Hospital","Female","20 Years to 25 Years   (Adult)","Not Applicable","23","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","WCHSIRB-D-2014-048","August 7, 2014","July 8, 2016","December 7, 2016","September 28, 2018","null","September 28, 2018","","","https://ClinicalTrials.gov/show/NCT03689517"
27,"NCT03689504","Evaluating a Family-based Nutrition and Garden Intervention in Rural Guatemala",,"Not yet recruiting","No Results Available","Malnutrition|Dietary Modification","Dietary Supplement: Standard of care nutrition support|Behavioral: Home-based nutrition education|Behavioral: Home-based family gardening","Change from baseline in mean number of food groups consumed per day at 18 months - child|Change from baseline in mean number of solid meals consumed per day at 18 months - child|Change from baseline in raw household food insecurity score at 18 months|Change from baseline in mean number of food groups consumed per day at 18 months - female head of household|Change in Height/length for age Z score from baseline to 18 months|Change in Weight for age Z score from baseline to 18 months|Change in weight for /height/length Z score from baseline to 18 months|Mean change in Household Crop Species from baseline to 18 months Diversity Score","Wuqu' Kawoq, Maya Health Alliance|Academy of Nutrition and Dietetics","All","6 Months to 24 Months   (Child)","Not Applicable","280","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","WK-2018-002","October 20, 2018","November 30, 2020","November 30, 2020","September 28, 2018","null","September 28, 2018","Wuqu' Kawoq, Tecpán Guatemala, Chimaltenango, Guatemala","","https://ClinicalTrials.gov/show/NCT03689504"
28,"NCT03689491","The Combining rTMS With Visual Feedback Training for Patients With Stroke","rTMS","Active, not recruiting","No Results Available","Stroke","Behavioral: rTMS|Behavioral: visual feedback training|Behavioral: traditional rehabilitation","Change of Motor evoked potential|Chang of Motor Assessment Score|Chang of Berg Balance Test|Chang of Fugl-Meyer Assessment-Lower Limb section|Chang of Modified barthel index|Chang of Time Up and Go","Taipei Medical University Hospital","All","20 Years to 80 Years   (Adult, Older Adult)","Not Applicable","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","105TMU-TMUH-14","February 13, 2015","December 30, 2018","December 30, 2018","September 28, 2018","null","September 28, 2018","Taipei Medical University Hospital, Taipei, Taiwan","","https://ClinicalTrials.gov/show/NCT03689491"
29,"NCT03689478","Use of Immediate Hyperthermic Intravesical Chemotherapy Following TURBT","I-HIVEC","Recruiting","No Results Available","Bladder Cancer|Hyperthermia|Chemotherapy Effect","Other: Hyperthermic intravesical chemotherapy","30-day complications|Hyperthermic intravesical chemotherapy instillation rate|Duration of urethral catheterisation|Rate of bladder irrigation|Duration of bladder irrigation|Hospital stay","Chinese University of Hong Kong","All","18 Years and older   (Adult, Older Adult)","Phase 1","30","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CRE Ref. No. 2018.206","September 28, 2018","April 30, 2020","May 31, 2020","September 28, 2018","null","September 28, 2018","Prince of Wales Hospital, Hong Kong, Hong Kong","","https://ClinicalTrials.gov/show/NCT03689478"
